brass_acoustic_046-101-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
keyboard_synthetic_000-098-075:{'correct_value': 4, 'wrong_value': 8, 'correct_value_percentage': 1.164082158356905, 'wrong_value_percentage': 45.2681690454483}
guitar_electronic_028-068-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 10.29844656586647, 'wrong_value_percentage': 83.20366144180298}
string_acoustic_014-039-025:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 20.609362423419952, 'wrong_value_percentage': 67.16592311859131}
bass_synthetic_135-063-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 40.13015627861023, 'wrong_value_percentage': 47.473207116127014}
reed_acoustic_023-041-075:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 2.100791363091048e-06, 'wrong_value_percentage': 74.4999647140503}
keyboard_electronic_069-067-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 44.616830348968506, 'wrong_value_percentage': 50.836437940597534}
guitar_electronic_022-067-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 2.5313355028629303, 'wrong_value_percentage': 54.72797155380249}
bass_synthetic_033-048-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 12.286888808012009, 'wrong_value_percentage': 85.77946424484253}
guitar_electronic_022-081-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.7267859298735857, 'wrong_value_percentage': 87.3397946357727}
organ_electronic_028-067-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0024210696210502647, 'wrong_value_percentage': 99.96943473815918}
guitar_electronic_028-060-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 17.596960067749023, 'wrong_value_percentage': 79.95921969413757}
organ_electronic_007-089-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 6.6283774913245e-05, 'wrong_value_percentage': 99.99985694885254}
flute_acoustic_002-099-127:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 35.09390652179718, 'wrong_value_percentage': 64.9060845375061}
guitar_electronic_028-075-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 3.1380876898765564, 'wrong_value_percentage': 87.74999976158142}
bass_synthetic_034-064-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 6.840948760509491, 'wrong_value_percentage': 93.14881563186646}
guitar_electronic_028-039-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 11.946678161621094, 'wrong_value_percentage': 83.94455313682556}
keyboard_synthetic_000-094-025:{'correct_value': 4, 'wrong_value': 5, 'correct_value_percentage': 6.407291442155838, 'wrong_value_percentage': 67.66200065612793}
string_acoustic_014-034-100:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 21.181930601596832, 'wrong_value_percentage': 76.12329125404358}
organ_electronic_007-030-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.13159766094759107, 'wrong_value_percentage': 99.22837615013123}
reed_acoustic_011-057-127:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 31.257987022399902, 'wrong_value_percentage': 68.70899796485901}
bass_synthetic_135-089-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 5.354563891887665, 'wrong_value_percentage': 78.58620882034302}
reed_acoustic_023-068-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 3.927019265326237e-08, 'wrong_value_percentage': 98.02769422531128}
organ_electronic_007-084-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0001165785192824842, 'wrong_value_percentage': 99.99955892562866}
guitar_electronic_028-045-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 33.62581431865692, 'wrong_value_percentage': 65.92882871627808}
brass_acoustic_046-108-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
reed_acoustic_023-070-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 6.431697952002935e-08, 'wrong_value_percentage': 99.22515749931335}
organ_electronic_028-087-050:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.00023489917566621443, 'wrong_value_percentage': 66.6424810886383}
guitar_electronic_022-038-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 13.878659904003143, 'wrong_value_percentage': 81.18553161621094}
flute_synthetic_000-090-100:{'correct_value': 2, 'wrong_value': 9, 'correct_value_percentage': 14.561352133750916, 'wrong_value_percentage': 84.85427498817444}
guitar_acoustic_014-076-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 29.62004542350769, 'wrong_value_percentage': 54.78271842002869}
organ_electronic_007-021-050:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.0034455035347491503, 'wrong_value_percentage': 65.41935205459595}
organ_electronic_007-019-075:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.46351514756679535, 'wrong_value_percentage': 57.080936431884766}
mallet_acoustic_062-092-075:{'correct_value': 5, 'wrong_value': 4, 'correct_value_percentage': 40.45422971248627, 'wrong_value_percentage': 46.165430545806885}
guitar_acoustic_021-106-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 24.77394789457321, 'wrong_value_percentage': 64.4854187965393}
keyboard_electronic_078-052-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 40.264058113098145, 'wrong_value_percentage': 54.480284452438354}
bass_synthetic_034-058-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 23.5964298248291, 'wrong_value_percentage': 76.39380097389221}
guitar_electronic_028-092-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 27.60571539402008, 'wrong_value_percentage': 47.26378917694092}
string_acoustic_014-030-050:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 6.104722619056702, 'wrong_value_percentage': 90.43882489204407}
organ_electronic_028-072-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 30.501240491867065, 'wrong_value_percentage': 69.41871047019958}
reed_acoustic_023-072-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 2.604774174130853e-07, 'wrong_value_percentage': 54.75717782974243}
organ_electronic_028-079-050:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 0.0010338446372770704, 'wrong_value_percentage': 73.50599765777588}
guitar_acoustic_010-037-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 10.77864095568657, 'wrong_value_percentage': 81.03806376457214}
guitar_acoustic_014-084-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 18.06800216436386, 'wrong_value_percentage': 57.382601499557495}
guitar_acoustic_014-099-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 24.8519167304039, 'wrong_value_percentage': 70.55932879447937}
guitar_acoustic_010-037-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 8.945775777101517, 'wrong_value_percentage': 81.63208961486816}
guitar_electronic_022-048-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 18.544673919677734, 'wrong_value_percentage': 78.87467741966248}
flute_acoustic_002-068-050:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 20.858408510684967, 'wrong_value_percentage': 78.65325808525085}
guitar_acoustic_021-035-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 41.29301309585571, 'wrong_value_percentage': 53.905779123306274}
brass_acoustic_046-089-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
keyboard_synthetic_000-108-050:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 0.017390419088769704, 'wrong_value_percentage': 54.27384972572327}
keyboard_electronic_002-083-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 10.662782192230225, 'wrong_value_percentage': 87.38571405410767}
guitar_electronic_028-089-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.162039302289486, 'wrong_value_percentage': 92.68101453781128}
reed_acoustic_023-069-127:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 1.4037671199063073e-09, 'wrong_value_percentage': 99.95311498641968}
keyboard_synthetic_000-073-050:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 4.895412176847458, 'wrong_value_percentage': 74.02954697608948}
organ_electronic_007-036-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0007359720257227309, 'wrong_value_percentage': 89.85098004341125}
guitar_electronic_022-051-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 6.364277005195618, 'wrong_value_percentage': 81.21159672737122}
guitar_acoustic_014-107-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 15.507112443447113, 'wrong_value_percentage': 46.85451686382294}
organ_electronic_028-032-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.2980742370709777, 'wrong_value_percentage': 52.67455577850342}
organ_electronic_028-076-050:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 2.8480121727625374e-05, 'wrong_value_percentage': 99.61789846420288}
guitar_acoustic_014-086-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 26.493650674819946, 'wrong_value_percentage': 72.10097312927246}
bass_synthetic_033-057-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 28.128421306610107, 'wrong_value_percentage': 49.28919970989227}
reed_acoustic_023-046-075:{'correct_value': 7, 'wrong_value': 8, 'correct_value_percentage': 7.589741812807915e-06, 'wrong_value_percentage': 67.83949136734009}
guitar_acoustic_030-054-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 24.994803965091705, 'wrong_value_percentage': 68.42131018638611}
guitar_acoustic_014-034-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 39.73295986652374, 'wrong_value_percentage': 41.64538383483887}
guitar_acoustic_014-102-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 30.933186411857605, 'wrong_value_percentage': 63.49429488182068}
brass_acoustic_046-084-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_electronic_028-099-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.06475872942246497, 'wrong_value_percentage': 83.3547294139862}
bass_synthetic_009-086-075:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 0.4338988568633795, 'wrong_value_percentage': 99.48592185974121}
organ_electronic_028-050-127:{'correct_value': 6, 'wrong_value': 8, 'correct_value_percentage': 0.020150726777501404, 'wrong_value_percentage': 99.64086413383484}
reed_acoustic_023-089-025:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 1.3175844415513893e-06, 'wrong_value_percentage': 90.39536118507385}
organ_electronic_007-028-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0062419960158877075, 'wrong_value_percentage': 99.83227849006653}
mallet_acoustic_056-035-025:{'correct_value': 5, 'wrong_value': 3, 'correct_value_percentage': 16.491931676864624, 'wrong_value_percentage': 54.67468500137329}
bass_synthetic_135-052-127:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 14.963231980800629, 'wrong_value_percentage': 57.07297325134277}
organ_electronic_007-072-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 7.426939419019618e-06, 'wrong_value_percentage': 99.996817111969}
keyboard_synthetic_000-072-127:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 4.609768092632294, 'wrong_value_percentage': 73.16451668739319}
bass_synthetic_134-080-050:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 15.460839867591858, 'wrong_value_percentage': 78.04161310195923}
reed_acoustic_023-097-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 1.686097448327928e-05, 'wrong_value_percentage': 99.98887777328491}
bass_synthetic_034-041-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.338381040841341, 'wrong_value_percentage': 98.66020083427429}
brass_acoustic_016-063-075:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.0006667053639830556, 'wrong_value_percentage': 84.82831716537476}
mallet_acoustic_062-101-025:{'correct_value': 5, 'wrong_value': 0, 'correct_value_percentage': 1.8555553629994392, 'wrong_value_percentage': 94.34919953346252}
guitar_acoustic_030-049-025:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 10.043791681528091, 'wrong_value_percentage': 65.42945504188538}
bass_synthetic_134-104-075:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 30.39759397506714, 'wrong_value_percentage': 69.28070187568665}
brass_acoustic_016-060-075:{'correct_value': 1, 'wrong_value': 2, 'correct_value_percentage': 0.688124680891633, 'wrong_value_percentage': 56.80056810379028}
reed_acoustic_023-083-050:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 7.152997909543046e-05, 'wrong_value_percentage': 99.93289709091187}
bass_synthetic_135-091-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 2.36025620251894, 'wrong_value_percentage': 75.82945227622986}
bass_synthetic_134-091-075:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 21.404290199279785, 'wrong_value_percentage': 78.52709889411926}
bass_synthetic_134-061-075:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 18.607255816459656, 'wrong_value_percentage': 50.0362753868103}
organ_electronic_028-085-075:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 6.0389737654986675e-06, 'wrong_value_percentage': 99.16515946388245}
organ_electronic_007-034-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0015558680388494395, 'wrong_value_percentage': 99.81901049613953}
keyboard_electronic_098-107-050:{'correct_value': 4, 'wrong_value': 5, 'correct_value_percentage': 39.80499804019928, 'wrong_value_percentage': 58.12641978263855}
brass_acoustic_016-060-127:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.9025301784276962, 'wrong_value_percentage': 33.729907870292664}
bass_synthetic_134-086-050:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 15.771183371543884, 'wrong_value_percentage': 81.79521560668945}
keyboard_electronic_078-029-050:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 31.257939338684082, 'wrong_value_percentage': 57.106685638427734}
guitar_electronic_022-084-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.7671024650335312, 'wrong_value_percentage': 87.11676001548767}
bass_synthetic_135-080-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 2.607457712292671, 'wrong_value_percentage': 73.88842701911926}
organ_electronic_028-096-025:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.0023495500499848276, 'wrong_value_percentage': 99.73069429397583}
keyboard_synthetic_000-100-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 0.18977306317538023, 'wrong_value_percentage': 80.37487268447876}
bass_synthetic_009-011-127:{'correct_value': 0, 'wrong_value': 1, 'correct_value_percentage': 7.030072063207626, 'wrong_value_percentage': 92.86919832229614}
guitar_acoustic_030-081-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 16.778521239757538, 'wrong_value_percentage': 76.84030532836914}
guitar_acoustic_021-024-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.48986244946718216, 'wrong_value_percentage': 90.20692706108093}
bass_synthetic_034-034-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 3.015727736055851, 'wrong_value_percentage': 96.98221683502197}
guitar_acoustic_014-045-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 25.68250298500061, 'wrong_value_percentage': 71.1225688457489}
bass_synthetic_009-085-100:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 0.1242482103407383, 'wrong_value_percentage': 99.78927969932556}
organ_electronic_028-080-075:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 0.07836099248379469, 'wrong_value_percentage': 67.64065027236938}
bass_synthetic_033-035-025:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 24.718837440013885, 'wrong_value_percentage': 62.11508512496948}
bass_synthetic_033-096-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 29.170945286750793, 'wrong_value_percentage': 54.6484649181366}
reed_acoustic_023-034-075:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 2.4320846137015906e-05, 'wrong_value_percentage': 99.27406907081604}
mallet_acoustic_062-049-025:{'correct_value': 5, 'wrong_value': 3, 'correct_value_percentage': 30.667924880981445, 'wrong_value_percentage': 34.018880128860474}
bass_synthetic_033-093-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 43.345263600349426, 'wrong_value_percentage': 50.03706216812134}
guitar_acoustic_021-102-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 18.137510120868683, 'wrong_value_percentage': 74.00703430175781}
keyboard_electronic_069-059-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 7.935421913862228, 'wrong_value_percentage': 83.07987451553345}
organ_electronic_028-036-050:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 1.3465603813529015, 'wrong_value_percentage': 98.21982979774475}
bass_synthetic_134-057-075:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 16.890807449817657, 'wrong_value_percentage': 49.890175461769104}
bass_synthetic_034-067-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.4392692595720291, 'wrong_value_percentage': 98.55178594589233}
organ_electronic_028-101-075:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.30464716255664825, 'wrong_value_percentage': 60.34255027770996}
reed_acoustic_023-039-075:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 2.994638981235198e-07, 'wrong_value_percentage': 95.67049145698547}
organ_electronic_007-025-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0033667489333311096, 'wrong_value_percentage': 84.45799350738525}
keyboard_electronic_001-039-127:{'correct_value': 4, 'wrong_value': 8, 'correct_value_percentage': 31.232362985610962, 'wrong_value_percentage': 68.69652271270752}
keyboard_synthetic_000-050-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 2.2375108674168587, 'wrong_value_percentage': 92.27268099784851}
reed_acoustic_011-064-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 13.617323338985443, 'wrong_value_percentage': 86.29671931266785}
guitar_electronic_028-072-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.2546769343316555, 'wrong_value_percentage': 94.37249898910522}
guitar_electronic_028-101-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 4.762732610106468, 'wrong_value_percentage': 56.68553113937378}
guitar_acoustic_014-024-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 0.19943322986364365, 'wrong_value_percentage': 60.843658447265625}
flute_synthetic_000-086-025:{'correct_value': 2, 'wrong_value': 9, 'correct_value_percentage': 11.937741935253143, 'wrong_value_percentage': 88.02183866500854}
organ_electronic_028-072-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.4153006710112095, 'wrong_value_percentage': 66.27116203308105}
guitar_acoustic_014-089-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 3.306654468178749, 'wrong_value_percentage': 80.98825812339783}
organ_electronic_007-074-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 1.9004685825052547e-06, 'wrong_value_percentage': 99.99955892562866}
keyboard_synthetic_000-082-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 2.4763714522123337, 'wrong_value_percentage': 67.68385171890259}
organ_electronic_028-102-050:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.2411610446870327, 'wrong_value_percentage': 91.0094141960144}
reed_acoustic_023-095-025:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 7.202192620070491e-06, 'wrong_value_percentage': 99.99575614929199}
guitar_electronic_028-079-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.5272048991173506, 'wrong_value_percentage': 92.4841582775116}
guitar_electronic_022-032-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 37.98262178897858, 'wrong_value_percentage': 59.36616063117981}
flute_acoustic_002-087-025:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 27.77761220932007, 'wrong_value_percentage': 72.22238183021545}
guitar_acoustic_014-025-050:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 0.10454253060743213, 'wrong_value_percentage': 72.25043177604675}
flute_synthetic_000-090-127:{'correct_value': 2, 'wrong_value': 9, 'correct_value_percentage': 13.40334415435791, 'wrong_value_percentage': 86.11388206481934}
keyboard_electronic_002-061-127:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 36.04951202869415, 'wrong_value_percentage': 63.79300355911255}
guitar_acoustic_014-027-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.8757403120398521, 'wrong_value_percentage': 81.50309324264526}
guitar_acoustic_014-037-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 7.26611390709877, 'wrong_value_percentage': 56.146788597106934}
guitar_electronic_028-099-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 2.1008729934692383, 'wrong_value_percentage': 67.43974685668945}
guitar_electronic_022-050-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 6.763377785682678, 'wrong_value_percentage': 89.85215425491333}
reed_acoustic_023-042-075:{'correct_value': 7, 'wrong_value': 4, 'correct_value_percentage': 6.87364956619696e-09, 'wrong_value_percentage': 73.65502715110779}
reed_acoustic_023-050-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 4.096017747201586e-06, 'wrong_value_percentage': 76.39256119728088}
mallet_acoustic_062-049-127:{'correct_value': 5, 'wrong_value': 9, 'correct_value_percentage': 0.43231132440268993, 'wrong_value_percentage': 99.39606189727783}
guitar_electronic_022-041-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 16.59550815820694, 'wrong_value_percentage': 82.27423429489136}
organ_electronic_028-052-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 19.542542099952698, 'wrong_value_percentage': 32.821059226989746}
guitar_electronic_022-082-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.47046681866049767, 'wrong_value_percentage': 87.36864924430847}
organ_electronic_028-079-100:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 4.525846009073575e-05, 'wrong_value_percentage': 90.37284255027771}
brass_acoustic_016-055-050:{'correct_value': 1, 'wrong_value': 4, 'correct_value_percentage': 0.18621410708874464, 'wrong_value_percentage': 96.32436633110046}
bass_synthetic_134-080-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 17.10831969976425, 'wrong_value_percentage': 79.3053686618805}
guitar_acoustic_021-104-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 21.48333042860031, 'wrong_value_percentage': 71.36917114257812}
keyboard_electronic_002-075-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 10.61842143535614, 'wrong_value_percentage': 88.1737768650055}
guitar_acoustic_021-103-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 22.732746601104736, 'wrong_value_percentage': 68.78164410591125}
brass_acoustic_046-106-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
organ_electronic_028-033-025:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 0.6820136681199074, 'wrong_value_percentage': 99.04171228408813}
keyboard_synthetic_000-100-075:{'correct_value': 4, 'wrong_value': 8, 'correct_value_percentage': 0.14068859163671732, 'wrong_value_percentage': 73.50025773048401}
brass_acoustic_046-085-127:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_electronic_022-037-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 21.426397562026978, 'wrong_value_percentage': 62.29963302612305}
keyboard_synthetic_000-087-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 3.5451658070087433, 'wrong_value_percentage': 89.35550451278687}
mallet_acoustic_062-092-100:{'correct_value': 5, 'wrong_value': 4, 'correct_value_percentage': 5.215445905923843, 'wrong_value_percentage': 80.55220246315002}
brass_acoustic_016-059-075:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.004098913268535398, 'wrong_value_percentage': 98.18305373191833}
keyboard_synthetic_000-048-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 22.07457423210144, 'wrong_value_percentage': 44.477978348731995}
guitar_acoustic_021-022-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.4430107306689024, 'wrong_value_percentage': 96.04368209838867}
guitar_acoustic_014-043-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 18.150393664836884, 'wrong_value_percentage': 70.12190818786621}
keyboard_electronic_069-057-050:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 28.890562057495117, 'wrong_value_percentage': 63.527148962020874}
keyboard_synthetic_000-077-050:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 6.485290825366974, 'wrong_value_percentage': 53.67636680603027}
keyboard_electronic_002-085-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 6.8632423877716064, 'wrong_value_percentage': 88.77445459365845}
guitar_acoustic_030-043-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 5.030129104852676, 'wrong_value_percentage': 69.21711564064026}
organ_electronic_007-068-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 7.413333946715284e-06, 'wrong_value_percentage': 99.99750852584839}
bass_synthetic_135-049-127:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 18.588118255138397, 'wrong_value_percentage': 67.39950180053711}
bass_synthetic_134-093-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 21.1451917886734, 'wrong_value_percentage': 78.61428260803223}
organ_electronic_007-032-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0002814488652802538, 'wrong_value_percentage': 99.73402619361877}
flute_acoustic_002-098-127:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 49.30540323257446, 'wrong_value_percentage': 50.694531202316284}
keyboard_electronic_078-080-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 13.625603914260864, 'wrong_value_percentage': 86.37300729751587}
brass_acoustic_046-086-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
reed_acoustic_023-077-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 5.703780914245726e-06, 'wrong_value_percentage': 94.75131630897522}
bass_synthetic_134-038-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 24.30422306060791, 'wrong_value_percentage': 59.92826819419861}
organ_electronic_007-059-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 3.62421559430004e-06, 'wrong_value_percentage': 99.99737739562988}
keyboard_electronic_069-060-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 6.768520921468735, 'wrong_value_percentage': 86.14569902420044}
